img,act_class,act_name
004308422.jpg,,
015655067.jpg,,
064115313.jpg,,
039899292.jpg,,
082555238.jpg,,
007193315.jpg,,
019641409.jpg,,
030002641.jpg,,
062673009.jpg,,
068517269.jpg,,
012420329.jpg,home repair,hanging storm windows
094380471.jpg,home repair,hanging storm windows
034104414.jpg,home repair,hanging storm windows
071316876.jpg,home repair,hanging storm windows
052420772.jpg,home repair,hanging storm windows
022275811.jpg,,
084622832.jpg,,
081823803.jpg,,
039607185.jpg,,
058860759.jpg,,
025782570.jpg,,
068985163.jpg,,
030902681.jpg,,
084407873.jpg,,
021738510.jpg,,
001480342.jpg,,
026850804.jpg,,
019105249.jpg,home repair,hanging storm windows
050828644.jpg,home repair,hanging storm windows
020370329.jpg,home repair,hanging storm windows
076318987.jpg,home repair,hanging storm windows
024137064.jpg,home repair,hanging storm windows
070696818.jpg,home repair,hanging storm windows
057847092.jpg,home repair,hanging storm windows
098624986.jpg,home repair,hanging storm windows
099990098.jpg,home repair,hanging storm windows
086952608.jpg,home repair,hanging storm windows
075998337.jpg,home repair,hanging storm windows
038645641.jpg,home repair,hanging storm windows
075327673.jpg,home repair,hanging storm windows
095667554.jpg,home repair,hanging storm windows
002337758.jpg,home repair,hanging storm windows
053791470.jpg,home repair,hanging storm windows
021799830.jpg,home repair,hanging storm windows
055787632.jpg,home repair,hanging storm windows
046644709.jpg,home repair,hanging storm windows
057576858.jpg,home activities,moving household items upstairs carrying boxes or furniture
055096222.jpg,home activities,moving household items upstairs carrying boxes or furniture
096010704.jpg,home activities,moving household items upstairs carrying boxes or furniture
055218611.jpg,home activities,moving household items upstairs carrying boxes or furniture
084623209.jpg,,
031982029.jpg,,
043810069.jpg,,
047041348.jpg,,
027872804.jpg,,
037979026.jpg,,
059851308.jpg,,
058018776.jpg,,
063643534.jpg,,
035181792.jpg,,
031583150.jpg,home activities,moving household items upstairs carrying boxes or furniture
061161788.jpg,home activities,moving household items upstairs carrying boxes or furniture
013286175.jpg,home activities,moving household items upstairs carrying boxes or furniture
025303154.jpg,home activities,moving household items upstairs carrying boxes or furniture
004212774.jpg,dancing,ballroom
007261085.jpg,dancing,ballroom
024338328.jpg,dancing,ballroom
001952928.jpg,dancing,ballroom
024541059.jpg,dancing,ballroom
065497632.jpg,dancing,ballroom
006110708.jpg,dancing,ballroom
043673668.jpg,dancing,ballroom
091310879.jpg,dancing,ballroom
079128483.jpg,,
030543750.jpg,,
092480548.jpg,,
032964650.jpg,,
007251550.jpg,,
099405596.jpg,,
087002253.jpg,,
046593278.jpg,dancing,ballroom
066637652.jpg,dancing,ballroom
067122808.jpg,dancing,ballroom
019448223.jpg,dancing,ballroom
020004863.jpg,dancing,ballroom
046958070.jpg,dancing,ballroom
091157314.jpg,dancing,ballroom
000999377.jpg,dancing,ballroom
078250564.jpg,dancing,ballroom
005752678.jpg,dancing,ballroom
047822211.jpg,dancing,ballroom
063787283.jpg,dancing,ballroom
068675927.jpg,dancing,ballroom
005847926.jpg,dancing,ballroom
041860362.jpg,dancing,ballroom
058383726.jpg,dancing,ballroom
006604554.jpg,dancing,ballroom
013509456.jpg,dancing,ballroom
066364899.jpg,dancing,ballroom
052163820.jpg,dancing,ballroom
016182866.jpg,dancing,ballroom
053523934.jpg,dancing,ballroom
091269237.jpg,dancing,ballroom
001558758.jpg,dancing,ballroom
064263377.jpg,dancing,ballroom
007365043.jpg,dancing,ballroom
000644944.jpg,dancing,ballroom
015065449.jpg,dancing,ballroom
042290663.jpg,dancing,ballroom
080234400.jpg,,
028178550.jpg,,
062567321.jpg,,
041115664.jpg,,
023433179.jpg,,
051424711.jpg,,
079746449.jpg,,
083249237.jpg,,
084651953.jpg,,
033855781.jpg,dancing,ballroom
079345606.jpg,dancing,ballroom
021217846.jpg,dancing,ballroom
073842510.jpg,dancing,ballroom
094838443.jpg,dancing,ballroom
001374383.jpg,,
044036393.jpg,,
064777099.jpg,,
070177577.jpg,dancing,ballroom
017608776.jpg,dancing,ballroom
097218328.jpg,dancing,ballroom
061526537.jpg,dancing,ballroom
016434060.jpg,dancing,ballroom
002052251.jpg,dancing,ballroom
078326420.jpg,dancing,ballroom
007970474.jpg,dancing,ballroom
014105092.jpg,dancing,ballroom
057483003.jpg,dancing,ballroom
060350550.jpg,dancing,ballroom
068688712.jpg,water activities,windsurfing
039351401.jpg,water activities,windsurfing
077389867.jpg,water activities,windsurfing
097435860.jpg,water activities,windsurfing
027109494.jpg,water activities,windsurfing
070302862.jpg,water activities,windsurfing
092846865.jpg,water activities,windsurfing
068628676.jpg,water activities,windsurfing
068110950.jpg,water activities,windsurfing
022377257.jpg,water activities,windsurfing
053513020.jpg,,
056252284.jpg,,
070012956.jpg,,
099682145.jpg,,
003364382.jpg,,
006523266.jpg,,
007795007.jpg,,
074297913.jpg,,
013635380.jpg,,
062245187.jpg,water activities,windsurfing
032466888.jpg,water activities,windsurfing
045731996.jpg,water activities,windsurfing
021566316.jpg,water activities,windsurfing
086610656.jpg,water activities,windsurfing
058615032.jpg,water activities,windsurfing
094456326.jpg,water activities,windsurfing
057459625.jpg,water activities,windsurfing
012390803.jpg,water activities,windsurfing
017087043.jpg,water activities,windsurfing
098907398.jpg,water activities,windsurfing
072556520.jpg,water activities,windsurfing
004927875.jpg,water activities,windsurfing
070378101.jpg,water activities,windsurfing
041217305.jpg,water activities,windsurfing
030720839.jpg,water activities,windsurfing
015406079.jpg,water activities,windsurfing
083990395.jpg,water activities,windsurfing
006384138.jpg,water activities,windsurfing
028983546.jpg,water activities,windsurfing
030638289.jpg,water activities,windsurfing
016090528.jpg,water activities,windsurfing
050818488.jpg,water activities,windsurfing
001170263.jpg,water activities,windsurfing
030097552.jpg,water activities,windsurfing
093362944.jpg,water activities,windsurfing
031052957.jpg,winter activities,windsurfing or kitesurfing winter
036045939.jpg,winter activities,windsurfing or kitesurfing winter
047316505.jpg,winter activities,windsurfing or kitesurfing winter
056169337.jpg,winter activities,windsurfing or kitesurfing winter
080870864.jpg,winter activities,windsurfing or kitesurfing winter
019032122.jpg,winter activities,windsurfing or kitesurfing winter
087174638.jpg,winter activities,windsurfing or kitesurfing winter
075754936.jpg,,
072265033.jpg,,
008680457.jpg,,
002164069.jpg,,
059401270.jpg,winter activities,windsurfing or kitesurfing winter
086313396.jpg,winter activities,windsurfing or kitesurfing winter
058444146.jpg,winter activities,windsurfing or kitesurfing winter
021323487.jpg,winter activities,windsurfing or kitesurfing winter
009051990.jpg,winter activities,windsurfing or kitesurfing winter
069959645.jpg,winter activities,skating ice
072177028.jpg,winter activities,skating ice
017253170.jpg,winter activities,skating ice
002819032.jpg,winter activities,skating ice
040828351.jpg,winter activities,skating ice dancing
058271870.jpg,winter activities,skating ice dancing
070600241.jpg,winter activities,skating ice dancing
080994501.jpg,winter activities,skating ice dancing
061053743.jpg,winter activities,skating ice dancing
011088061.jpg,winter activities,skating ice dancing
068258167.jpg,winter activities,skating ice dancing
098417664.jpg,winter activities,skating ice dancing
090558458.jpg,winter activities,skating ice dancing
087166891.jpg,winter activities,skating ice dancing
030217015.jpg,winter activities,skating ice dancing
075078818.jpg,winter activities,skating ice dancing
085110345.jpg,winter activities,skating ice dancing
067832620.jpg,winter activities,skating ice dancing
025056176.jpg,winter activities,skating ice dancing
095383397.jpg,winter activities,skating ice dancing
045081941.jpg,winter activities,skating ice dancing
012980556.jpg,winter activities,skating ice dancing
010977790.jpg,winter activities,skating ice dancing
064751899.jpg,winter activities,skating ice dancing
043770965.jpg,winter activities,skating ice dancing
009448388.jpg,sports,hockey ice general
074036457.jpg,sports,hockey ice general
079932517.jpg,sports,hockey ice general
072541563.jpg,sports,hockey ice general
020226088.jpg,sports,hockey ice general
068977546.jpg,conditioning exercise,weight lifting power lifting
001072280.jpg,conditioning exercise,weight lifting power lifting
030511214.jpg,conditioning exercise,weight lifting power lifting
039882153.jpg,conditioning exercise,weight lifting power lifting
083524695.jpg,conditioning exercise,weight lifting power lifting
039039437.jpg,conditioning exercise,weight lifting power lifting
001126945.jpg,conditioning exercise,weight lifting power lifting
035234641.jpg,conditioning exercise,weight lifting power lifting
049892410.jpg,conditioning exercise,weight lifting power lifting
094900479.jpg,conditioning exercise,resistance training
094103430.jpg,conditioning exercise,resistance training
018087404.jpg,conditioning exercise,resistance training
018514654.jpg,conditioning exercise,resistance training
016338146.jpg,,
078892193.jpg,,
000602204.jpg,,
012717720.jpg,,
053795963.jpg,water activities,whitewater rafting kayaking or canoeing
024756207.jpg,water activities,kayaking moderate effort
009235646.jpg,water activities,kayaking moderate effort
035987801.jpg,water activities,kayaking moderate effort
027420761.jpg,,
051110431.jpg,,
097923359.jpg,,
012430464.jpg,miscellaneous,drawing writing painting standing
037272670.jpg,miscellaneous,drawing writing painting standing
093198502.jpg,miscellaneous,drawing writing painting standing
087687304.jpg,,
039427103.jpg,,
069895326.jpg,,
008785701.jpg,,
071254106.jpg,,
097285773.jpg,,
053748815.jpg,,
049849023.jpg,,
018731862.jpg,,
063378820.jpg,,
059043728.jpg,,
065193306.jpg,,
002608329.jpg,,
054872349.jpg,,
059493484.jpg,,
020753014.jpg,home activities,playing with children
020833286.jpg,home activities,playing with children
027621817.jpg,home activities,playing with children
071172159.jpg,home activities,playing with children
060626606.jpg,home activities,playing with children
084576265.jpg,home activities,playing with children
029565857.jpg,home activities,playing with children
091206806.jpg,home activities,playing with children
074370616.jpg,home activities,playing with children
039501167.jpg,home activities,playing with children
009526207.jpg,home activities,playing with children
025698366.jpg,home activities,playing with children
095676822.jpg,home activities,playing with children
031036338.jpg,home activities,playing with children
032990096.jpg,home activities,playing with children
018958893.jpg,home activities,playing with children
080685060.jpg,home activities,playing with children
027564423.jpg,home activities,playing with children
033025825.jpg,home activities,playing with children
041434811.jpg,home activities,playing with children
043372828.jpg,home activities,playing with children
041134079.jpg,home activities,playing with children
050374370.jpg,home activities,playing with children
081451288.jpg,home activities,playing with children
081928504.jpg,home activities,playing with children
079831313.jpg,home activities,playing with children
010112484.jpg,home activities,playing with children
079967880.jpg,home activities,playing with children
012025177.jpg,home activities,playing with children
012472377.jpg,sports,billiards
094786277.jpg,sports,billiards
081939784.jpg,sports,billiards
055241047.jpg,sports,billiards
087497020.jpg,sports,billiards
098936464.jpg,sports,billiards
061064207.jpg,sports,billiards
061289844.jpg,,
075442703.jpg,,
023213895.jpg,,
016712486.jpg,,
075958075.jpg,,
034490479.jpg,,
013507036.jpg,,
031487773.jpg,,
035863687.jpg,,
096522766.jpg,,
069795971.jpg,,
